,Nome,SMILES,SMILES_Canonic
1880,79-63-0,O[C@@H]1C([C@H]2[C@@](CC1)(C1=C(CC2)[C@]2([C@@](CC1)([C@H](CC2)[C@H](CCC=C(C)C)C)C)C)C)(C)C,CC(C)=CCC[C@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@@]12C)[C@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3
1881,16838-02-1,O=C1C([C@H]2[C@](CC1)([C@@H]1C(=CC2)[C@]2([C@](CC1)([C@H](CC2)[C@H]1C(=O)O[C@H](C1)[C@@H]1OC1(C)C)C)C)C)(C)C,CC1(C)O[C@H]1[C@H]1C[C@@H]([C@H]2CC[C@@]3(C)C4=CC[C@H]5C(C)(C)C(=O)CC[C@]5(C)[C@H]4CC[C@]23C)C(=O)O1
1882,2570248-86-9,O=C(O[C@@H]1C([C@@H]2[C@](CC1)([C@H]1C(=CC2)[C@]2([C@](CC1)([C@H](CC2)[C@H]1[C@H](O[C@H](C1)[C@@H]1OC1(C)C)O)C)C)C)(C)C)/C(=C/C)/C,C/C=C(\C)C(=O)O[C@H]1CC[C@]2(C)[C@@H]3CC[C@]4(C)[C@@H]([C@@H]5C[C@H]([C@@H]6OC6(C)C)O[C@@H]5O)CC[C@@]4(C)C3=CC[C@@H]2C1(C)C
1883,"NUBBE_1444 # 5-hydroxy-3,7,8,3',4'-pentamethoxyflavone",Oc1cc(OC)c(c2c1C(=O)C(=C(O2)c1ccc(c(OC)c1)OC)OC)OC,COc1ccc(-c2oc3c(OC)c(OC)cc(O)c3c(=O)c2OC)cc1OC
1884,63555-02-2,O=C(OC[C@H]1O[C@@H](Oc2ccc(cc2)O)[C@H]([C@@H]([C@H]1O)O)O)c1ccc(cc1)O,O=C(OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@@H](O)[C@H](O)[C@H]1O)c1ccc(O)cc1
1885,15914-68-8,O=C1c2c(OC=C1c1ccc(cc1)OC)cc(cc2O)O[C@@H]1O[C@@H]([C@@H]([C@H]([C@@H]1O)O)O)CO[C@@H]1OC[C@@]([C@H]1O)(O)CO,COc1ccc(-c2coc3cc(O[C@@H]4O[C@H](CO[C@@H]5OC[C@@](O)(CO)[C@H]5O)[C@H](O)[C@@H](O)[C@@H]4O)cc(O)c3c2=O)cc1
1886,10067-29-5,OC/C(=C/CCC(=C)[C@H]1CC=C(CC1)C)/C,C=C(CC/C=C(\C)CO)[C@H]1CC=C(C)CC1
1887,62502-10-7,o1c2c(-c3c([C@H](C2)C)ccc(c3)C)c(c1)C,Cc1ccc2c(c1)-c1c(C)coc1C[C@@H]2C
1888,50-21-5,O=C(O)[C@@H](O)C,C[C@H](O)C(=O)O
1889,1446431-94-2,O=C(O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](N)CC(=O)O)CO)C(C)C)C)CO)CO)C)C)CCC(=O)N)CCC(=O)O)CC(C)C)CO)C(C)C)CC(C)C)C)CO)CC(=O)N,CC(C)C[C@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](CO)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](C)NC(=O)[C@@H](NC(=O)[C@@H](CO)NC(=O)[C@H](N)CC(=O)O)C(C)C)C(C)C)C(=O)N[C@H](C)C(=O)N[C@H](CO)C(=O)N[C@H](CC(N)=O)C(=O)O
1890,1276543-21-5,O=C1O[C@@](c2cc(O)c(cc2)O)([C@H]2OC[C@H]([C@@H]2OC(=O)c2cc(O)cc(c2)O)O)CC[C@H]1Cc1cc(O)c(cc1)O,O=C(O[C@H]1[C@H](O)CO[C@@H]1[C@@]1(c2ccc(O)c(O)c2)CC[C@@H](Cc2ccc(O)c(O)c2)C(=O)O1)c1cc(O)cc(O)c1
1891,72-18-4,O=C(O)[C@@H](N)C(C)C,CC(C)[C@H](N)C(=O)O
1892,66327-76-2,SC[C@H](NC(=O)[C@H](NC(=O)[C@@H]1N(C(=O)[C@@H]2N(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)Cc3ccc(cc3)O)[C@@H](CC)C)[C@H](CC)C)CC(=O)O)C(C)C)CCC2)CCC1)CCCNC(=N)N)C(=O)N1[C@H](C(=O)N2[C@H](C(=O)NCC(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N3[C@@H](C(=O)O)CCC3)C(C)C)[C@H](CC)C)C(C)C)CCCNC(=N)N)CS)CCCNC(=N)N)CC(=O)N)CCCCN)[C@@H](CC)C)Cc3ccccc3)CCCCN)CO)CCC2)CCC1,CC[C@@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CO)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CS)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@H]1CCCN1C(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)[C@H](C)CC)[C@@H](C)CC)C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N1CCC[C@@H]1C(=O)O)C(C)C)[C@@H](C)CC)C(C)C
1893,60-18-4,O=C(O)[C@@H](N)Cc1ccc(cc1)O,N[C@@H](Cc1ccc(O)cc1)C(=O)O
1894,"NUBBE_1445 # 5,7,3',4',5'-pentamethoxyflavone",COc1cc2c(C(=O)C(=C(O2)c2cc(OC)c(c(OC)c2)OC)O)c(OC)c1,COc1cc(OC)c2c(=O)c(O)c(-c3cc(OC)c(OC)c(OC)c3)oc2c1
1895,1549989-62-9,O=C(O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](N)Cc1c2c([nH]c1)cccc2)CO)[C@H](O)C)[C@H](CC)C)CCCCN)CCC(=O)N)CCCCN)CCCCN)CCC(=O)O)C)C)[C@@H](CC)C)C)C)C)CCCCN,CC[C@@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](CO)NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)[C@@H](C)O)[C@@H](C)CC)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)O
1896,73-22-3,O=C(O)[C@H](N)Cc1c2c([nH]c1)cccc2,N[C@H](Cc1c[nH]c2ccccc12)C(=O)O
1897,1549989-58-3,O=C(O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N)[C@@H](O)C)[C@H](CC)C)CCCCN)CCC(=O)N)CCCCN)CCCCN)CCC(=O)O)C)C)[C@@H](CC)C)C)C)C)CCCCN)C)C)CCC(=O)N)C)C)CC(C)C)C)CC(C)C,CC[C@@H](C)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@@H](CCCCN)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@@H](N)[C@H](C)O)[C@@H](C)CC)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)O
1898,72-19-5,O=C(O)[C@@H](N)[C@H](O)C,C[C@@H](O)[C@H](N)C(=O)O
1899,56-45-1,O=C(O)[C@@H](N)CO,N[C@@H](CO)C(=O)O
1900,3615-41-6,O=C[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)C,C[C@H](O)[C@H](O)[C@@H](O)[C@H](O)C=O
1901,147-85-3,O=C(O)[C@H]1NCCC1,O=C(O)[C@@H]1CCCN1
1902,1549990-33-1,O=C(N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)O)CC(C)C)CCCCN)CCCCN)C(C)C)CC(C)C)CO)C(C)C)C)CO)C(C)C)CC(C)C)CO)[C@@H]1N(C(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccccc2)CC(C)C)CO)CC(C)C)CC(C)C)CCC1,CC(C)C[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)N[C@H](CO)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CO)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CC(C)C)C(=O)O)C(C)C)C(C)C)C(C)C
1903,1549990-09-1,O=C(N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)O)C)CC(=O)N)[C@@H](CC)C)C)Cc1[nH]cnc1)[C@H]1N(C(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccccc2)CC(C)C)CO)CC(C)C)[C@@H](CC)C)CCC1,CC[C@@H](C)[C@H](NC(=O)[C@@H](C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)Cc1ccccc1)[C@H](C)CC)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](C)C(=O)O
1904,53766-27-1,O=C1N[C@H](C(=O)N/C=C\c2ccc(O[C@H]([C@@H]1NC(=O)[C@@H](N(C)C)Cc1ccccc1)C(C)C)cc2)[C@@H](O)c1ccccc1,CC(C)[C@@H]1Oc2ccc(cc2)/C=C\NC(=O)[C@H]([C@@H](O)c2ccccc2)NC(=O)[C@H]1NC(=O)[C@H](Cc1ccccc1)N(C)C
1905,NUBBE_1448 # 11-hydroxy-rotenone,[C@@H]12C(=O)c3c(O)cc4c(C[C@H](C(=C)C)O4)c3O[C@@H]1COc1c2cc(OC)c(OC)c1,C=C(C)[C@H]1Cc2c(cc(O)c3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1
1906,53766-26-0,O=C1N[C@H](C(=O)N/C=C\c2ccc(O[C@H]([C@H]1NC(=O)[C@@H](N(C)C)[C@@H](CC)C)C(C)C)cc2)Cc1ccccc1,CC[C@@H](C)[C@@H](C(=O)N[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N/C=C\c2ccc(cc2)O[C@H]1C(C)C)N(C)C
1907,63-91-2,O=C(O)[C@@H](N)Cc1ccccc1,N[C@@H](Cc1ccccc1)C(=O)O
1908,35467-41-5,O=C1N[C@H](C(=O)N/C=C\c2ccc(O[C@@H]([C@H]1NC(=O)[C@@H](N(C)C)Cc1ccccc1)C(C)C)cc2)Cc1ccccc1,CC(C)[C@H]1Oc2ccc(cc2)/C=C\NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]1NC(=O)[C@H](Cc1ccccc1)N(C)C
1909,70-26-8,O=C(O)[C@H](N)CCCN,NCCC[C@@H](N)C(=O)O
1910,97-67-6,O=C(O)[C@@H](O)CC(=O)O,O=C(O)C[C@H](O)C(=O)O
1911,1949-78-6,O=C[C@@H](O)[C@H](O)[C@@H](O)CO,O=C[C@@H](O)[C@H](O)[C@@H](O)CO
1912,1101248-88-7,O=C(N[C@@H](C(=O)N[C@@H](C(=O)O)CCC(=O)N)CCCNC(=N)N)[C@H]1N(C(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](N)CCCCN)C(C)C)C)CC(C)C)C(C)C)C(C)C)CCC(=O)N)CC(=O)N)Cc2ccc(cc2)O)CC(C)C)CC(=O)N)CCC1,CC(C)C[C@H](NC(=O)[C@@H](C)NC(=O)[C@@H](NC(=O)[C@H](N)CCCCN)C(C)C)C(=O)NCC(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCC(N)=O)C(=O)O)C(C)C)C(C)C
1913,1101248-90-1,O=C(N[C@@H](C(=O)N[C@H](C(=O)O)CCC(=O)N)CCC(=O)N)[C@H]1N(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](N)CCCCN)C(C)C)C)CC(C)C)C(C)C)C)CCC(=O)N)Cc2[nH]cnc2)Cc2ccc(cc2)O)CC(C)C)CC(=O)N)CCC1,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](NC(=O)[C@H](N)CCCCN)C(C)C)C(=O)NCC(=O)N[C@@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)O)C(C)C
1914,1101248-79-6,O=C(N[C@@H](C(=O)N[C@@H](C(=O)O)CCC(=O)N)CCC(=O)N)[C@@H]1N(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](N)CCCCN)C(C)C)C)CC(C)C)C(C)C)C)CCC(=O)N)CC(=O)N)Cc2ccc(cc2)O)CC(C)C)CC(=O)N)CCC1,CC(C)C[C@H](NC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](NC(=O)[C@@H](N)CCCCN)C(C)C)C(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CCC(N)=O)C(=O)N[C@H](CCC(N)=O)C(=O)O
1915,1101248-85-4,O=C(N[C@H](C(=O)O)CCC(=O)N)[C@@H]1N(C(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](N)CCCCN)C(C)C)C)[C@@H](CC)C)C(C)C)C)CCCCN)CC(=O)N)CC(C)C)CC(C)C)CC(=O)N)CCC1,CC[C@@H](C)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](NC(=O)[C@H](N)CCCCN)C(C)C)C(=O)NCC(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CC(N)=O)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(N)=O)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)O)C(C)C
1916,"NUBBE_1449 # 11,12a-dihydroxy-rotenone",O[C@]12C(=O)c3c(O)cc4c(C[C@H](C(=C)C)O4)c3O[C@H]1COc1c2cc(OC)c(OC)c1,C=C(C)[C@H]1Cc2c(cc(O)c3c2O[C@H]2COc4cc(OC)c(OC)cc4[C@@]2(O)C3=O)O1
1917,1101248-81-0,O=C(N[C@@H](C(=O)N[C@H](C(=O)O)CCC(=O)N)CCC(=O)N)[C@H]1N(C(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](N)CCCCN)C(C)C)C)[C@@H](CC)C)C(C)C)C)CCC(=O)N)Cc2[nH]cnc2)Cc2ccc(cc2)O)CC(C)C)CC(=O)N)CCC1,CC[C@@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](NC(=O)[C@H](N)CCCCN)C(C)C)C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(N)=O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)O)C(C)C
1918,56-87-1,O=C(O)[C@H](N)CCCCN,NCCCC[C@@H](N)C(=O)O
1919,952023-49-3,O=C(N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N)CCCCN)CCCCN)[C@@H]1N(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H]2N(C(=O)[C@H](NC(=O)[C@H](N)CC(C)C)CCCNC(=N)N)CCC2)C)Cc2ccccc2)[C@@H](CC)C)CCCNC(=N)N)CCC1,CC[C@@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@H](N)CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCCN)C(N)=O
1920,1549990-62-6,O=C(N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)NCC(=O)O)CCCCN)[C@H](O)C)CCCNC(=N)N)C(C)C)[C@H](CC)C)CC(C)C)C)[C@@H]1N(C(=O)[C@@H](NC(=O)[C@H](N)CC(C)C)CCCNC(=N)N)CCC1,CC[C@H](C)[C@H](NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](N)CC(C)C)C(=O)N[C@@H](C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)O)[C@@H](C)O)C(C)C
1921,61-90-5,O=C(O)[C@H](N)CC(C)C,CC(C)C[C@@H](N)C(=O)O
1922,152681-84-0,O=C(N[C@H](C(=O)N[C@@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)NCC(=O)N[C@@H](C(=O)N)CC(C)C)CCCCN)CC(C)C)CC(C)C)CC(C)C)[C@H](CC)C)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](N)[C@@H](CC)C)CC(C)C)[C@@H](O)C,CC[C@@H](C)[C@@H](N)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCCCN)C(=O)NCC(=O)N[C@H](CC(C)C)C(N)=O)[C@@H](C)CC)[C@H](C)O
1923,73-32-5,O=C(O)[C@H](N)[C@@H](CC)C,CC[C@@H](C)[C@@H](N)C(=O)O
1924,71-00-1,O=C(O)[C@@H](N)Cc1[nH]cnc1,N[C@@H](Cc1cnc[nH]1)C(=O)O
1925,56-85-9,O=C(O)[C@H](N)CCC(=O)N,NC(=O)CC[C@@H](N)C(=O)O
1926,56-86-0,O=C(O)[C@H](N)CCC(=O)O,N[C@H](CCC(=O)O)C(=O)O
1927,"NUBBE_1450 # 11,89-dihydroxy-rotenone",[C@@H]12C(=O)c3c(cc4c(C[C@@H](O4)C(=C)CO)c3O[C@@H]1COc1c2cc(c(OC)c1)OC)O,C=C(CO)[C@H]1Cc2c(cc(O)c3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1
1928,56614-20-1,S(=O)(=O)(OC[C@H](O)[C@@H](O)[C@@H](O)[C@@H](O)C=O)O,O=C[C@H](O)[C@H](O)[C@H](O)[C@@H](O)COS(=O)(=O)O
1929,56-84-8,O=C(O)[C@@H](N)CC(=O)O,N[C@@H](CC(=O)O)C(=O)O
1930,50-81-7,O=C1O[C@@H](C(=C1O)O)[C@@H](O)CO,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
1931,74-79-3,O=C(O)[C@H](N)CCCNC(=N)N,N=C(N)NCCC[C@@H](N)C(=O)O
1932,5328-37-0,O=C[C@@H](O)[C@H](O)[C@@H](O)CO,O=C[C@@H](O)[C@H](O)[C@@H](O)CO
1933,1102367-60-1,O=C(N[C@@H](C(=O)N[C@@H](C(=O)O)CCC(=O)N)CCC(=O)N)[C@@H]1N(C(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N)C)Cc2c3c([nH]c2)cccc3)CC(C)C)CC(=O)O)CCCCN)CC(C)C)CCCCN)CO)CC(C)C)CCCCN)C(C)C)C(C)C)CCCCN)C(C)C)C)[C@@H](CC)C)C(C)C)C)CCC(=O)N)Cc2[nH]cnc2)Cc2ccc(cc2)O)CC(C)C)CC(=O)N)CCC1,CC[C@@H](C)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](C)N)C(C)C)C(C)C)C(C)C)C(=O)NCC(=O)N[C@@H](C(=O)N[C@@H](C)C(=O)N[C@H](CCC(N)=O)C(=O)N[C@H](Cc1cnc[nH]1)C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(N)=O)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CCC(N)=O)C(=O)N[C@H](CCC(N)=O)C(=O)O)C(C)C
1934,1101248-75-2,O=C(N[C@H](C(=O)NCC(=O)O)C(C)C)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](N)C)Cc1c2c([nH]c1)cccc2)CC(C)C)CC(=O)O)CCCCN)CC(C)C)CCCCN)CO)CC(C)C)CCCCN)C(C)C,CC(C)C[C@H](NC(=O)[C@@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](C)N)C(=O)NCC(=O)N[C@H](CCCCN)C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)O)C(C)C)C(C)C
